,name,genres,publisher,developer,price
504930,Now You See Me 2,"['Movie', 'Action', 'Thriller']",0,0,4.99
504950,Meet the Blacks,"['Movie', 'Comedy']",0,0,4.99
504970,DreamBreak - Soviet Bloc Edition Content,"['Action', 'Adventure', 'Indie']",Aist,"Digerati Distribution, Beatshapers",3.99
504980,Elves Adventure,"['Action', 'Adventure']",Patryk Taranek,Patryk Taranek,1.99
504990,VoxVR Viewer,"['Design & Illustration', 'Utilities', 'Animation & Modeling']",0,0,0.0
505015,Runbow - Satura's Space Adventure,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing']",13AM Games,13AM Games,6.99
505040,FORTIFY,['Indie'],RTK Entertainment,RTK Entertainment,1.99
505060,Warcube,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']","Haven Made,craigz",Haven Made,9.99
505070,Secrets of Me,['Adventure'],Dogenzaka Lab,Dogenzaka Lab,15.99
505080,Gakuen Club,['Adventure'],OperaHouse Corporation,Dogenzaka Lab,29.99
505090,The Charming Empire,['Adventure'],OperaHouse Corporation,Dogenzaka Lab,29.99
505100,UnReal World - Video greetings,"['Indie', 'RPG', 'Simulation', 'Strategy']","Sami Maaranen (creator),Erkka Lehmus (co-designer)",0,0.0
505110,Ghost Pursuit VR,"['Action', 'Adventure', 'Indie', 'Casual', 'VR', 'Robots', 'Level Editor', 'Arcade', 'Shooter', 'Difficult', 'FPS']",0,0,4.99
505120,Valentino Rossi The Game Compact,"['Racing', 'Simulation', 'Sports']",Milestone S.r.l.,Milestone S.r.l.,9.99
505140,Tribe Of Pok,"['Indie', 'Simulation', 'Strategy']",Poking Water Games,Poking Water Games,9.99
505150,ChuSingura46+1 S - Chapter 2 &amp; 3,['Adventure'],"インレ,Inre",0,17.99
505170,Carmageddon: Max Damage,['Action'],Stainless Games Ltd,Stainless Games Ltd,16.99
505210,Neon Space 2,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Just1337 Studio,Just1337 Publisher,0.99
505220,King of Spin VR,"['Action', 'Casual', 'Simulation', 'Sports', 'VR']",0,0,7.99
505240,Fantasy Grounds - Rolemaster Classic: Fantasy Weapons,"['Indie', 'RPG', 'Strategy']","SmiteWorks USA, LLC",0,2.99
505260,Fantasy Grounds - Rolemaster Classic: The Armoury,"['Indie', 'RPG', 'Strategy']","SmiteWorks USA, LLC",0,7.99
505270,The Food Run,"['Action', 'Casual', 'Indie', 'Strategy']",Battenberg Software,0,1.99
505290,Super Rock Blasters!,"['Action', 'Indie']",QuadraTron Games,QuadraTron Games,9.99
505330,Apocalipsis,"['Adventure', 'Indie']",Punch Punk Games,Klabater,0.0
505340,"Chapter Two: Time, Dreams and Underwater Travel","['Adventure', 'Casual', 'Indie']",Deceptive Games Ltd.,Deceptive Games Ltd.,5.99
505380,Summer Camp,"['Movie', 'Crime', 'Horror', 'Thriller']",0,0,4.99
505400,Diamond Joyce and the Secret of Crystal Cave,"['Adventure', 'Indie', 'Strategy']",Rake in Grass,Rake in Grass,5.99
505410,Riders of Icarus Adventurer Package Plus,"['Adventure', 'Massively Multiplayer', 'RPG']",WeMade,Nexon America,44.99
505420,Riders of Icarus Ellun Value Package,"['Adventure', 'Massively Multiplayer', 'RPG']",WeMade,Nexon America,9.99
505450,Classic Remix World,"['Action', 'Casual', 'Indie']",BBG Entertainment GmbH,0,1.99
505451,The Bouldering Comp by Peter Liepa,"['Action', 'Casual', 'Indie']",BBG Entertainment GmbH,BBG Entertainment GmbH,1.99
505470,Tower Island Soundtrack,"['Adventure', 'Indie', 'Strategy']",Team of Light Mecia LLC,0,5.99
505480,Runbow Soundtrack,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing']",13AM Games,13AM Games,13.99
505490,More Than a Game,"['Documentary', 'Sports', 'Basketball']",0,0,3.99
505500,Draft Day,"['Movie', 'Drama', 'Sports']",0,0,3.99
505510,Fantasy Grounds - AAW Map Pack Collection IV,"['Indie', 'RPG', 'Strategy']","SmiteWorks USA, LLC",0,29.99
505530,Genius,"['Movie', 'Drama']",0,0,4.99
505540,Rise of the Tomb Raider 20 Year Celebration Pack,"['Action', 'Adventure']",Crystal Dynamics,Square Enix,9.99
505550,Stream Buddy,"['Utilities', 'Video Production', 'Early Access']",Stardale Studio,Stardale Studio,4.99
505560,Dirty 30,"['Movie', 'Comedy']",0,0,4.99
505580,Compadres,"['Movie', 'Detective', 'Crime', 'Action', 'Adventure', 'Comedy', 'Action-Adventure']",0,0,4.99
505640,Antihero,"['Indie', 'Strategy']",Tim Conkling,Versus Evil,14.99
505650,Galaxy Reavers: Cruiser DLC,"['Free to Play', 'Strategy']",Good Games,Good Games,0.0
505660,The Crystal Nebula,"['Action', 'Indie', 'VR']",0,0,1.99
505700,Anyland,"['VR', 'Casual', 'Indie', 'Massively Multiplayer', 'Adventure', 'Sandbox']",0,0,0.0
505730,Holy Potatoes! We’re in Space?!,"['Adventure', 'Indie', 'Simulation']",Daylight Studios,Daedalic Entertainment,14.99
505750,Trimmer Tycoon,"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Strategy']",Improx Games,Improx Games,0.0
505760,Whispers,"['Action', 'Adventure', 'Indie']",Peace,Peace,4.99
506030,MAGIX PC Check &amp; Tuning 2017 Steam Edition,['Utilities'],simplitec GmbH,MAGIX Software GmbH,29.99
506080,Meadow Soundtrack,"['Adventure', 'Indie', 'Massively Multiplayer']",Might and Delight,Might and Delight,2.99
506090,Switch - Or Die Trying,"['Adventure', 'Indie']",Threye Interactive,Threye Interactive,9.99
506100,God'n Spy Add-on - Power &amp; Revolution DLC,"['Simulation', 'Strategy']",Eversim,0,11.99
506120,Sol Trader Soundtrack,"['Indie', 'RPG', 'Simulation']",Chris Parsons,Chris Parsons,3.99
506140,Shop Heroes,"['Casual', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']","Cloudcade, Inc.","Cloudcade, Inc.",0.0
506150,Dragon Bros,"['Action', 'Casual', 'Indie']",Space Lizard Studio LTD,Space Lizard Studio LTD,8.99
506160,VR Fractals,"['Utilities', 'Video Production', 'Design & Illustration']",0,0,3.99
506190,Total War: WARHAMMER - Grombrindal The White Dwarf,"['Action', 'Strategy']","Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)","SEGA, Feral Interactive (Linux), Feral Interactive (Mac)",0.0
506230,Glengarry GlenRoss,"['Movie', 'Drama', ""1990's""]",0,0,3.99
506250,Ju-On: The Grudge,"['Movie', 'Horror']",0,0,2.99
506260,Cladun Returns: This Is Sengoku! / クラシックダンジョン 戦国,"['Action', 'RPG']","Nippon Ichi Software, Inc.","NIS America, Inc.",39.99
506280,My Lil' Donut,"['Simulation', 'VR']",0,0,0.0
506300,Larry The Cable Guy: Health Inspector,"['Movie', 'Comedy', 'Nudity']",0,0,3.99
506310,Martial Arts Master: The Life Of Bruce Lee,"['Martial Arts', 'Movie', 'Documentary']",0,0,2.99
506330,The Conversation,"['Movie', 'Mystery', 'Drama', 'Thriller']",0,0,3.99
506350,Virtual Battlemap DLC - Graveyard,"['Design &amp; Illustration', 'Utilities']",Dragom,Dragom,9.99
506370,Hell Or High Water,"['Movie', 'Western']",0,0,13.99
506390,Skiptrace,"['Movie', 'Martial Arts', 'Comedy', 'Action-Adventure']",0,0,3.99
506440,Nerve,"['Movie', 'Based On A Novel', 'Thriller']",0,0,4.99
506450,Café Society,"['Movie', 'Romance', 'Drama', 'Comedy']",0,0,3.99
506460,Disgaea 2 PC / 魔界戦記ディスガイア2 PC - Digital Art Book / デジタル・アートブック,['RPG'],"Nippon Ichi Software, Inc.","NIS America, Inc.",4.99
506470,Quip Anomaly,"['Action', 'Indie']",mentics,mentics,1.99
506500,Party Panic,"['Action', 'Casual', 'Indie']",Everglow Interactive Inc.,Everglow Interactive Inc.,16.99
506510,Shadows of Adam,"['Indie', 'RPG']",Something Classic Games LLC,Something Classic Games LLC,14.99
506550,RollerForce,"['Action', 'Indie', 'Racing', 'Casual', 'VR']",0,0,4.99
506570,Going Up,"['Early Access', 'Action', 'VR', 'Singleplayer', 'Procedural Generation']",0,0,4.99
506590,Sky Valley,"['Casual', 'Indie', 'Racing', 'Simulation']",Evgenii Gubanov,Evgenii Gubanov,1.99
506600,Polandball: Can Into Space! - Original Soundtrack,"['Casual', 'Indie', 'RPG']",Alien Pixel Studios,0,0.0
506610,Five Nights at Freddy's: Sister Location,"['Action', 'Indie', 'Simulation']",Scott Cawthon,Scott Cawthon,7.99
506620,Infamous Machine - Soundtrack + Artbook,"['Adventure', 'Indie']",Blyts,0,4.99
506630,Unfazed,"['Action', 'Adventure']",ION M.G LTD,ION M.G LTD,9.99
506670,ORBITAL,"['Casual', 'Indie']",Ardi Studio,Ardi Studio,0.99
506720,The Girl and the Robot - Music and Digital Art Book,"['Action', 'Adventure', 'Indie', 'RPG']",Flying Carpets Games,Flying Carpets Games,3.99
506730,Dinosaur Forest,"['Action', 'Indie']",Racing Bros,ANPA.US,1.99
506750,AM Model Viewer,"['Animation & Modeling', 'Design & Illustration']",0,0,4.99
506780,Think Space,"['Design & Illustration', 'Utilities', 'VR', 'Hand-drawn', 'Indie', 'Multiplayer', 'Real-Time', 'Experience']",0,0,6.99
506830,Goo Saga,"['Action', 'Adventure', 'Indie']",Toka Loka Games,Toka Loka Games,4.99
506850,Flower Set,['Action'],"Team NINJA,KOEI TECMO GAMES CO., LTD.",0,19.99
506870,Unexplored,"['Action', 'Adventure', 'Indie', 'RPG']",Ludomotion,Ludomotion,9.99
506900,Downward,"['Adventure', 'Indie']",Caracal Games,IndieGala,9.99
506920,Tricky Towers - Original Soundtrack,['Indie'],WeirdBeard,0,0.0
506930,CoLab,"['Casual', 'Indie', 'VR', 'Puzzle', 'Platformer', 'Singleplayer', 'Adventure', 'Action', 'First-Person', 'Sci-fi', 'Physics', 'Atmospheric', 'Funny', 'Comedy']",0,0,4.99
506940,Broken Overlord,"['Action', 'Casual', 'Indie', 'Strategy']",Codex Worlds,1C Company,0.0
506960,Pong Champion VR,"['Early Access', 'Simulation', 'Sports', 'Action', 'Indie', 'Casual', 'VR']",0,0,9.99
506970,DARK SOULS™ III - Ashes of Ariandel™,['Action'],"FromSoftware, Inc.","FromSoftware, Inc., BANDAI NAMCO Entertainment",14.99
506971,DARK SOULS™ III - The Ringed City™,['Action'],"FromSoftware, Inc.","FromSoftware, Inc., BANDAI NAMCO Entertainment",14.99
507010,Mr.President!,"['Action', 'Adventure', 'Indie', 'Simulation']",Game Developer X,Game Developer X,4.99
507020,Just Deserts - Original Sound Track,"['Casual', 'Indie', 'Simulation', 'Strategy']",Vifth Floor,Sekai Project,1.99
507030,Bicyclism EP,"['Action', 'Indie', 'Racing', 'Simulation', 'Sports']",Acid Cat,Acid Cat,7.99
507040,Fantasy Grounds - D&amp;D Storm King's Thunder,"['Indie', 'RPG', 'Strategy']","SmiteWorks USA, LLC",0,24.99
507050,DOGOS,"['Action', 'Indie', 'Simulation']",OPQAM,INTERNET URL S.A.,11.99
507060,Sceal: An Irish Folklore Adventure,"['Adventure', 'Casual', 'Indie']",Joint Custody,Joint Custody,4.99
507070,Car Mechanic Simulator 2015 - DeLorean,"['Indie', 'Racing', 'Simulation']",Red Dot Games,PlayWay S.A.,3.99
507080,Baseball Mogul Diamond,"['Casual', 'Simulation', 'Sports', 'Strategy']","Sports Mogul, Inc.","Sports Mogul, Inc.",11.99
507120,The Superfluous,"['Action', 'Adventure', 'Indie']",Voided Pixels,Voided Pixels,4.99
507140,Tesla's Tower: The Wardenclyffe Mystery,"['Adventure', 'Casual']",Persha Studio Developement,Big Fish Games,6.99
507180,Fantasy Grounds - Waylaid on Wayland &amp; Gunboat Diplomacy,"['Indie', 'RPG', 'Strategy']","SmiteWorks USA, LLC",0,7.99
507210,The Wire,"['Casual', 'Simulation', 'VR']",0,0,0.0
507270,Lily´s Epic Quest,"['Casual', 'Indie']",Studio Craft Development,Libredia,9.99
507290,FourChords Guitar Karaoke - Summer Hits 2016 Song Pack,"['Casual', 'Indie', 'Simulation']",Musopia,Musopia,0.0
507300,Club Manager 2017,"['Simulation', 'Sports', 'Strategy']",Big Blaze Games,2tainment GmbH,29.99
507340,Strike Squadron: Caracará,"['Action', 'Simulation']",Eridanus Studio,Eridanus Studio,1.99
507360,The Wizard's Lair,"['Adventure', 'RPG']",Magicbane,Magicbane,2.99
507380,Black Sand Drift,"['Casual', 'Indie']",Echo Hall Studios,Sometimes You,0.99
507440,Island Simulator 2016,"['Adventure', 'Simulation', 'Early Access']",Silverline Studios,Silverline Studios,4.99
507490,Ashes of the Singularity: Escalation,"['Indie', 'Simulation', 'Strategy']","Stardock Entertainment,Oxide Games",Stardock Entertainment,39.99
507510,DRAGON BALL XENOVERSE 2 Season Pass,"['Action', 'Adventure', 'Casual', 'Massively Multiplayer']","QLOC,DIMPS",BANDAI NAMCO Entertainment,29.99
507520,Zzzz-Zzzz-Zzzz,"['Adventure', 'Casual', 'Indie']",SaintHeiser,Dagestan Technology,1.99
507530,Fantasy Grounds - Rippers Resurrected Map Pack (Savage Worlds),"['Indie', 'RPG', 'Strategy']","SmiteWorks USA, LLC",0,14.99
507570,Robotpencil Presents: Armor Design: Sci-Fi,"['Design & Illustration', 'Tutorial']",0,0,4.99
507620,Robotpencil Presents: Armor Design: Fantasy,"['Design & Illustration', 'Tutorial']",0,0,4.99
507670,Robotpencil Presents: Painting with Materials,"['Design & Illustration', 'Tutorial']",0,0,6.99
507720,Robotpencil Presents: Power of Texture Brushwork,"['Design & Illustration', 'Tutorial']",0,0,5.99
507740,Robotpencil Presents: Improving Your Line Art,"['Design & Illustration', 'Tutorial']",0,0,4.99
507760,Robotpencil Presents: Adding Lighting to Your Lines,"['Design & Illustration', 'Tutorial']",0,0,4.99
507820,Robotpencil Presents: How to Approach Shape Painting,"['Design & Illustration', 'Tutorial']",0,0,4.99
507840,Robotpencil Presents: Using Values to Control Materials,"['Tutorial', 'Design & Illustration']",0,0,4.99
507860,Robotpencil Presents: Brushwork Strategies for Materials,"['Design & Illustration', 'Tutorial']",0,0,3.99
507980,Robotpencil Presents: Character Portrait Demo,"['Design & Illustration', 'Tutorial']",0,0,4.99
508000,Robotpencil Presents: Female Portrait Demo,"['Design & Illustration', 'Tutorial']",0,0,3.99
508020,Robotpencil Presents: Alien Portrait Demo,"['Design & Illustration', 'Tutorial']",0,0,3.99
508080,Robotpencil Presents: Setting up Lights in a Painting,"['Design & Illustration', 'Tutorial']",0,0,2.99
508110,Robotpencil Presents: Ignoring Lighting to Focus on Design,"['Design & Illustration', 'Tutorial']",0,0,5.99
508140,Zombitatos the end of the Pc master race,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Bmc Studio,Bmc Studio,0.99
508150,Primitive+ ARK Total Conversion,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']","Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",Studio Wildcard,0.0
508160,Mystic Destinies: Serendipity of Aeons - Shinji Epilogue,"['Adventure', 'Casual', 'Indie', 'Simulation']",Aeon Dream Studios,0,1.99
508161,Mystic Destinies: Serendipity of Aeons - Takumi,"['Adventure', 'Casual', 'Indie', 'Simulation']",Aeon Dream Studios,0,4.99
508163,Mystic Destinies: Serendipity of Aeons - Hikaru: Book 1,"['Adventure', 'Casual', 'Indie', 'Simulation']",Aeon Dream Studios,0,2.99
508170,BlackSmith HIT,"['Action', 'Casual', 'Indie']",ENTERi,Forever Entertainment S. A.,0.99
508180,Fly and Destroy,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Just1337 Studio,Just1337 Publisher,1.99
508200,Bacon Tales - Between Pigs and Wolves,"['Casual', 'Indie', 'Strategy']",Uruca Game Studio,Jungle Coworking,3.99
508230,Anime Studio Simulator,"['Indie', 'Simulation']",Visualnoveler,Visualnoveler,7.99
508250,Aussie Sports VR,['Sports'],0,0,0.0
508270,Pan-Pan Soundtrack,"['Adventure', 'Indie']",Spelkraft,Might and Delight,2.99
508271,Pan-Pan Manual,"['Adventure', 'Indie']",Spelkraft,0,2.99
508280,Kindred Spirits on the Roof Drama CD Vol.4,"['Anime', 'Episodic', 'Soundtrack']",0,0,15.99
508290,$1 Ride,"['Action', 'Casual', 'Indie']",BeHappy Studios,Back To Basics Gaming,0.98
508300,Strategy &amp; Tactics: Dark Ages,['Strategy'],HeroCraft,HeroCraft,14.99
508330,GALER: Plague of Heroes,['RPG'],Graham Dodge,Graham Dodge,3.99
508340,The Turing Test - Upgrade Pack,['Adventure'],Bulkhead Interactive,Square Enix,9.99
508390,Scrap Garden - The Day Before,"['Action', 'Adventure', 'Indie']","Egidijus Bachur,Alexey Davydov",Flazm,0.0
508400,DRAGON BALL XENOVERSE 2 - DB Super Pack 1,"['Action', 'Adventure', 'Casual', 'Massively Multiplayer']","QLOC,DIMPS",BANDAI NAMCO Entertainment,7.99
508401,DRAGON BALL XENOVERSE 2 - DB Super Pack 2,"['Action', 'Adventure', 'Casual', 'Massively Multiplayer']","QLOC,DIMPS",BANDAI NAMCO Entertainment,7.99
508402,DRAGON BALL XENOVERSE 2 - DB Super Pack 3,"['Action', 'Adventure', 'Casual', 'Massively Multiplayer']","QLOC,DIMPS",BANDAI NAMCO Entertainment,7.99
508403,DRAGON BALL XENOVERSE 2 - DB Super Pack 4,"['Action', 'Adventure', 'Casual', 'Massively Multiplayer']","QLOC,DIMPS",BANDAI NAMCO Entertainment,7.99
508410,SKIPCHASER,"['Action', 'Indie', 'RPG', 'Early Access']",Ponywolf,"Ponywolf, LLC",4.99
508420,Fantasy Grounds - Darkwoulfe's Token Pack Volume 11,"['Indie', 'RPG', 'Strategy']","SmiteWorks USA, LLC",0,4.99
508430,Video NEWS - free DLC for The Cold War Era,"['Indie', 'Simulation', 'Strategy']",Alina Digital,Alina Digital,0.0
508460,MAXCONTROL,"['Action', 'Strategy', 'Early Access']",Eierkop-Games,Eierkop-Games,0.0
508520,MiniBotz,"['Action', 'Casual', 'Indie', 'Early Access']",Spydersoft,Angry Skull Studios,4.99
508530,HackyZack,"['Action', 'Indie', 'Sports']",Spaceboy Games,Humble Bundle,9.99
508540,Haven,"['Adventure', 'Indie', 'RPG']",Cleril Calamity Studios,Cleril Calamity Studios,4.99
508600,ROD: Revolt Of Defense,"['Action', 'Indie', 'Simulation', 'Strategy']",Hostel Games,Hostel Games,0.99
508610,PROJECT XINATRA,['Action'],DemonVideogames,Nerlaska Studio,1.99
508650,Signal Decay,"['Action', 'Adventure', 'Indie', 'Early Access']",Nela System,Nela System,0.0
508670,Aircraft War X,"['Action', 'Indie', 'Simulation']",Mystic Games,Mystic Games,2.99
508680,Domino VR,"['Early Access', 'Indie', 'Simulation', 'VR']",0,0,3.99
508710,Project Lounge,"['Casual', 'Indie', 'Early Access']",Aivaras Ivoškus,Aivaras Ivoškus,5.99
508730,Painted Legend,"['Action', 'Adventure', 'Indie']",Vitaliy Shikhovtsev,Vitaliy Shikhovtsev,0.99
508740,Wheels of Aurelia,"['Adventure', 'Indie']",Santa Ragione,Santa Ragione,9.99
508760,Ball of Wonder,"['Casual', 'Indie']",White Rabbit Games,White Rabbit Games,2.99
508770,Chronicle: RuneScape Legends - Foundation Pack,"['Adventure', 'Free to Play', 'Strategy']",Jagex,0,9.99
508771,Chronicle: RuneScape Legends - Epic Pack,"['Adventure', 'Free to Play', 'Strategy']",Jagex,0,19.99
508772,Chronicle: RuneScape Legends - Legendary Pack,"['Adventure', 'Free to Play', 'Strategy']",Jagex,0,39.99
508780,Fantasy Grounds - A05: Winterflower (5E),"['Indie', 'RPG', 'Strategy']","SmiteWorks USA, LLC",0,6.99
508790,Flat Heroes,"['Action', 'Indie', 'Early Access']",Parallel Circles,"Parallel Circles, Deck13",7.99
508810,A Tale of Caos: Overture - OST,"['Adventure', 'Indie']",ExperaGameStudio,ExperaGameStudio,4.99
508820,Won't You Be My Laser?,"['Casual', 'Indie']",Chequered Ink Ltd.,Chequered Ink Ltd.,0.99
508840,Broken Armor,"['Action', 'Indie']",Jonathan Tindell,Wastebasket Games,4.99
508860,Fantasy Grounds - Darkwoulfe's Token Pack Volume 12,"['Indie', 'RPG', 'Strategy']","SmiteWorks USA, LLC",0,4.99
508890,Meteor Crush VR,"['Action', 'Indie', 'VR']",0,0,0.99
508910,"Deus Ex Machina, Game of the Year, 30th Anniversary Collector’s Edition",['Indie'],"Potassium Frog Limited,Automata Source",Potassium Frog Limited,4.99
508930,Mini Z Racers Turbo,"['Casual', 'Indie', 'Racing']",Coolegion Studios,Strategy First,4.99
508940,Escape Lizards,"['Action', 'Indie']",Egodystonic Studios,Independent,6.99
508960,SizeBlock,"['Casual', 'Indie']",Egor Magurin,Atriagames,1.99
508980,Crashday Redline Edition,"['Action', 'Racing']",Moonbyte,2tainment GmbH,11.99
508990,Handsome Mr. Frog,"['Action', 'Indie']",Cowboy Color,Cowboy Color,0.99
509000,QUBIC,"['Casual', 'Indie']",Triple-Star Studio,Rock Path Collective,1.99
509020,Sceelix - Procedural Power,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Early Access']",Sceelix,Sceelix,0.0
509030,Okhlos - Soundtrack,"['Action', 'Indie', 'Strategy']",Coffee Powered Machine,0,7.99
509031,Okhlos - Encyclopedia,"['Action', 'Indie', 'Strategy']",Coffee Powered Machine,Devolver Digital,0.99
509032,Okhlos - Prototypes,"['Action', 'Indie', 'Strategy']",Coffee Powered Machine,Devolver Digital,0.99
509050,Mibibli's Quest - Official Soundtrack,['Indie'],Ryan Melmoth,0,3.99
509070,Super VR Trainer,"['Action', 'Indie', 'VR', 'Casual', 'Sports', 'Arcade', 'Shooter', 'FPS', 'Action-Adventure', 'Character Action Game']",0,0,17.99
509110,Spikit,"['Casual', 'Indie']",Blastoid Entertainment,Back To Basics Gaming,0.99
509120,SHINRAI - Broken Beyond Despair Soundtrack,['Indie'],Gosatsu Visual Novels,0,7.99
509130,RC-AirSim - RC Model Airplane Flight Simulator,"['Indie', 'Racing', 'Simulation']",Fabricated Reality Software,Fabricated Reality Software,6.99
509140,HVR,"['Indie', 'Simulation', 'Action', 'VR']",0,0,0.0
509160,Gebub's Adventure,['Adventure'],John Wallie,John Wallie,4.99
509170,VRNinja,"['Casual', 'Simulation', 'Action', 'Indie', 'VR', 'Ninja']",0,0,9.99
509190,Rollout,"['Action', 'Casual', 'Free to Play', 'Indie', 'Early Access']",Ryan up in here,Ryan up in here,0.0
509200,Blasting Agent: Ultimate Edition OST,"['Action', 'Adventure', 'Indie']","Axol Studio, LLC",0,1.99
509210,Clockwork,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Gamesoft,Gamesoft,9.99
509220,Save Jesus,"['Casual', 'Indie']",Almighty Games,Almighty Games,1.99
509240,Lethal Brutal Racing,"['Action', 'Racing', 'Sports']",Petrodiy-Games,Atriagames,5.99
509250,TO THE TOP,"['Indie', 'Action', 'Racing', 'VR', 'Parkour']",0,0,24.99
509290,One Night Two Crazies,"['Indie', 'Simulation', 'Strategy']",chris_antoni,chris_antoni,0.99
509300,Sumeru Art Book,"['Adventure', 'Casual', 'Indie']",BigCheeseGames,BigCheeseGames,1.99
509310,ThrounnelVR,"['Indie', 'Casual', 'VR']",0,0,2.99
509340,Abandoned Hospital VR,"['Indie', 'Adventure', 'VR', 'Horror']",0,0,5.99
509350,Assetto Corsa -Tripl3 Pack,"['Indie', 'Racing', 'Simulation', 'Sports']",Kunos Simulazioni,0,2.99
509360,TRESPASS - Episode 1,"['Adventure', 'Simulation', 'VR']",0,0,15.99
509380,Mech Ace Combat - Trainer Edition,"['Action', 'Indie', 'Casual', 'VR']",0,0,0.0
509390,GalaxIverse,"['Action', 'Casual', 'Indie']",Sub Orbital Software,Sub Orbital Software,1.5
509410,"Bye-Bye, Wacky Planet - Soundtrack","['Action', 'Adventure', 'Casual', 'Indie']",Rasul Mono,Efimov Max,1.99
509420,Riding Club Championships,"['Action', 'Free to Play', 'Racing', 'Sports']",Artplant,Artplant,0.0
509430,Kingdom: New Lands OST,"['Indie', 'Simulation', 'Strategy']",Noio,Raw Fury,0.0
509440,God Simulator,"['Adventure', 'Casual', 'Indie', 'Racing']",Mateusz Kulis,Mateusz Kulis,2.99
509450,Colony,"['Casual', 'Simulation']",Jamie Cunningham,Varitech,0.99
509500,Siralim 2 - Soundtrack,"['Indie', 'RPG']",Thylacine Studios,Thylacine Studios,3.99
509510,Holos,['Utilities'],0,0,0.0
509520,Pixel Puzzles Ultimate - Puzzle Pack: Da Vinci,"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",DL Softworks,KISS ltd,1.99
509521,Pixel Puzzles Ultimate - Puzzle Pack: Rio,"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",DL Softworks,KISS ltd,2.99
509522,Pixel Puzzles Ultimate - Puzzle Pack: Savanna,"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",DL Softworks,KISS ltd,1.99
509530,Gods and Nemesis: of Ghosts from Dragons,"['Action', 'Adventure', 'Free to Play', 'Indie', 'RPG', 'Early Access']",Chad Meffert,Chad Meffert,0.0
509540,SVRVIVE: The Deus Helix,"['Adventure', 'Indie', 'VR', 'Puzzle']",0,0,18.99
509560,Heroes of Dire,"['Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",Spellbook,www.Spellbook.com,0.0
509570,In Celebration of Violence,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",Julian Edison,Julian Edison,7.99
509600,BattleTime,"['Action', 'Adventure', 'Strategy']",Foggybus,Jetdogs Studios,0.99
509610,Beachhead 2000,"['Action', 'Casual', 'Simulation']",Digital Fusion Inc.,Digital Fusion Inc.,2.99
509620,Last Stitch Goodnight,"['Action', 'Adventure', 'Indie']",Well Bred Rhino,Well Bred Rhino,9.99
509630,Rocksmith® 2014 – OutKast - “Hey Ya!”,"['Casual', 'Simulation']",Ubisoft - San Francisco,0,2.99
509631,Rocksmith® 2014 – FUN. - “Some Nights”,"['Casual', 'Simulation']",Ubisoft - San Francisco,0,2.99
509632,Rocksmith® 2014 – Anniversary Song Pack,"['Casual', 'Simulation']",Ubisoft - San Francisco,0,13.99
509633,Rocksmith® 2014 Edition – Remastered – The Fray - “How to Save a Life”,"['Casual', 'Simulation']",Ubisoft - San Francisco,0,2.99
509634,Rocksmith® 2014 Edition – Remastered – Shinedown - “Simple Man”,"['Casual', 'Simulation']",Ubisoft - San Francisco,0,2.99
509635,Rocksmith® 2014 Edition – Remastered – Crossfade - “Cold”,"['Casual', 'Simulation']",Ubisoft - San Francisco,0,2.99
509636,Rocksmith® 2014 Edition – Remastered – 2000s Mix Song Pack II,"['Casual', 'Simulation']",Ubisoft - San Francisco,0,7.99
509638,Rocksmith® 2014 Edition – Remastered – Yes - “Owner of a Lonely Heart”,"['Casual', 'Simulation']",Ubisoft - San Francisco,0,2.99
509641,Rocksmith® 2014 Edition – Remastered – Yes - “I’ve Seen All Good People”,"['Casual', 'Simulation']",Ubisoft - San Francisco,0,2.99
509643,Rocksmith® 2014 Edition – Remastered – White Zombie  - “Black Sunshine”,"['Casual', 'Simulation']",Ubisoft - San Francisco,0,2.99
509644,Rocksmith® 2014 Edition – Remastered – Rob Zombie  - “Dragula”,"['Casual', 'Simulation']",Ubisoft - San Francisco,0,2.99
509645,Rocksmith® 2014 Edition – Remastered – Rob Zombie  - “Living Dead Girl”,"['Casual', 'Simulation']",Ubisoft - San Francisco,0,2.99
509646,Rocksmith® 2014 Edition – Remastered – Rob Zombie  - “Superbeast”,"['Casual', 'Simulation']",Ubisoft - San Francisco,0,2.99
